Request time;Update time;Time;Min/max temperature, deg. C;Pressure, mmHg;Wind speed, m/s;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;;2022-07-12 02:00:00;15;753;2;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-12 14:00:00;29;752;3;С-В;0.6;83;Облачно, небольшой кратковременный дождь
;;2022-07-13 02:00:00;13;750;2;В;3.4;75;Облачно, дождь
;;2022-07-13 14:00:00;28;753;2;Ю;0.1;76;Облачно, небольшой кратковременный дождь
;;2022-07-14 02:00:00;13;753;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;27;753;3;Ю;0;-;Переменная облачность, без осадков
2022-07-09 05:25:06;в 18:15 МСК;2022-07-09 14:00:00;31;749;1;С-З;0;-;Небольшая облачность, без осадков
;;2022-07-10 02:00:00;15;749;2;С-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-10 14:00:00;31;750;2;С;0;-;Переменная облачность, без осадков
;;2022-07-11 02:00:00;15;751;2;С-В;0;-;Небольшая облачность, без осадков
;;2022-07-11 14:00:00;31;752;2;С-В;0;-;Небольшая облачность, без осадков
;;2022-07-12 02:00:00;15;752;2;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-12 14:00:00;29;751;3;С-В;0.6;83;Облачно, небольшой кратковременный дождь
;;2022-07-13 02:00:00;13;749;2;В;3.4;75;Облачно, дождь
;;2022-07-13 14:00:00;28;753;2;Ю;0.1;76;Облачно, небольшой кратковременный дождь
;;2022-07-14 02:00:00;13;753;2;Ю;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;27;752;3;Ю;0;-;Переменная облачность, без осадков
;;2022-07-15 02:00:00;12;750;1;В;0;-;Переменная облачность, без осадков
;;2022-07-15 14:00:00;27;749;2;В;0;-;Небольшая облачность, без осадков
2022-07-09 17:25:11;в 10:15 МСК;2022-07-09 14:00:00;32;748;1;С-З;0;-;Переменная облачность, без осадков
;;2022-07-10 02:00:00;16;748;2;С-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-10 14:00:00;31;750;2;С;0.1;80;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-11 02:00:00;16;751;2;С;0.9;91;Облачно, небольшой дождь
;;2022-07-11 14:00:00;30;752;3;С-В;0;-;Переменная облачность, без осадков
;;2022-07-12 02:00:00;15;754;3;С-В;0.1;87;Облачно, небольшой кратковременный дождь
;;2022-07-12 14:00:00;30;755;3;С-В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;754;1;Ю-В;0;-;Облачно, без осадков
;;2022-07-13 14:00:00;29;753;2;Ю-З;0.1;79;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-14 02:00:00;15;751;2;З;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;31;749;3;З;0.6;66;Переменная облачность, небольшой кратковременный дождь
;;2022-07-15 02:00:00;15;745;2;З;0.2;65;Облачно с прояснениями, временами небольшой дождь
;;2022-07-15 14:00:00;29;742;1;З;2.1;55;Облачно, временами дождь
2022-07-10 05:25:07;в 18:15 МСК;2022-07-10 14:00:00;31;749;1;С;0.1;80;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-11 02:00:00;16;750;2;С;0.9;91;Облачно, небольшой дождь
;;2022-07-11 14:00:00;30;751;2;С-В;0;-;Переменная облачность, без осадков
;;2022-07-12 02:00:00;14;754;2;С-В;0.1;87;Облачно, небольшой кратковременный дождь
;;2022-07-12 14:00:00;30;754;2;С-В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;754;2;В;0;-;Облачно, без осадков
;;2022-07-13 14:00:00;29;752;1;В;0.1;79;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-14 02:00:00;14;751;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;31;749;3;Ю;0.6;66;Переменная облачность, небольшой кратковременный дождь
;;2022-07-15 02:00:00;15;744;2;Ю-З;0.2;65;Облачно с прояснениями, временами небольшой дождь
;;2022-07-15 14:00:00;29;742;2;Ю;2.1;55;Облачно, временами дождь
;;2022-07-16 02:00:00;15;740;2;Ю;0.1;72;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-16 14:00:00;28;740;3;З;2.8;74;Облачно с прояснениями, дождь
2022-07-10 17:25:07;в 10:28 МСК;2022-07-10 14:00:00;32;750;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-11 02:00:00;16;751;2;С;0;-;Облачно, без осадков
;;2022-07-11 14:00:00;31;753;3;С-В;1.2;95;Облачно, временами небольшой дождь
;;2022-07-12 02:00:00;15;756;3;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-12 14:00:00;29;756;3;С-В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;755;2;Ю-В;0;-;Облачно, без осадков
;;2022-07-13 14:00:00;32;753;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-14 02:00:00;14;751;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;32;749;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 02:00:00;15;747;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 14:00:00;31;745;2;Ю-З;0.2;75;Переменная облачность, небольшой кратковременный дождь
;;2022-07-16 02:00:00;16;742;2;З;1.7;75;Облачно, временами дождь
;;2022-07-16 14:00:00;28;743;2;З;4.2;75;Облачно с прояснениями, дождь
2022-07-11 05:25:06;в 18:16 МСК;2022-07-11 14:00:00;31;753;3;С-В;1.2;95;Облачно, временами небольшой дождь
;;2022-07-12 02:00:00;14;755;3;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-12 14:00:00;29;756;3;С-В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;754;2;Ю-В;0;-;Облачно, без осадков
;;2022-07-13 14:00:00;32;753;1;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-14 02:00:00;14;751;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-14 14:00:00;32;749;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 02:00:00;15;746;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 14:00:00;31;744;2;Ю-З;0.2;75;Переменная облачность, небольшой кратковременный дождь
;;2022-07-16 02:00:00;16;741;2;З;1.7;75;Облачно, временами дождь
;;2022-07-16 14:00:00;28;743;2;З;4.2;75;Облачно с прояснениями, дождь
;;2022-07-17 02:00:00;15;743;2;З;0;-;Небольшая облачность, без осадков
;;2022-07-17 14:00:00;27;744;3;С-З;0.2;55;Небольшая облачность, без осадков
2022-07-11 17:25:06;в 10:28 МСК;2022-07-11 14:00:00;32;753;3;С;0.1;94;Облачно, небольшой кратковременный дождь
;;2022-07-12 02:00:00;15;755;3;С-В;0;-;Облачно, без осадков
;;2022-07-12 14:00:00;29;756;3;В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;755;2;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-13 14:00:00;32;753;1;Ю;0;-;Небольшая облачность, без осадков
;;2022-07-14 02:00:00;15;749;2;Ю-З;1.5;60;Облачно, временами небольшой дождь
;;2022-07-14 14:00:00;33;745;2;Ю-З;0.2;87;Облачно с прояснениями, временами небольшой дождь
;;2022-07-15 02:00:00;16;742;1;Ю-З;0.4;72;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-15 14:00:00;30;739;3;Ю;7.8;71;Облачно, дождь
;;2022-07-16 02:00:00;16;737;3;Ю-З;0.4;79;Облачно с прояснениями, временами небольшой дождь
;;2022-07-16 14:00:00;29;737;5;З;8.1;79;Облачно с прояснениями, дождь
;;2022-07-17 02:00:00;15;740;4;З;1.3;75;Облачно, дождь
;;2022-07-17 14:00:00;26;744;4;С-З;1.4;75;Облачно, небольшой дождь
2022-07-12 05:25:53;в 18:15 МСК;2022-07-12 14:00:00;29;756;3;В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;754;2;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-13 14:00:00;32;752;1;Ю;0;-;Небольшая облачность, без осадков
;;2022-07-14 02:00:00;14;748;2;Ю-З;1.5;60;Облачно, временами небольшой дождь
;;2022-07-14 14:00:00;33;745;2;Ю-З;0.2;87;Облачно с прояснениями, временами небольшой дождь
;;2022-07-15 02:00:00;16;741;1;Ю-З;0.4;72;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-15 14:00:00;31;739;3;Ю;7.8;71;Облачно, дождь
;;2022-07-16 02:00:00;16;736;3;Ю-З;0.4;79;Облачно с прояснениями, временами небольшой дождь
;;2022-07-16 14:00:00;29;737;5;З;8.1;79;Облачно с прояснениями, дождь
;;2022-07-17 02:00:00;15;740;4;З;1.3;75;Облачно, дождь
;;2022-07-17 14:00:00;26;744;4;С-З;1.4;75;Облачно, небольшой дождь
;;2022-07-18 02:00:00;13;745;2;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-18 14:00:00;26;746;2;С-З;0;-;Облачно, без осадков
2022-07-12 17:25:07;в 10:28 МСК;2022-07-12 14:00:00;30;756;2;С-В;0;-;Облачно, без осадков
;;2022-07-13 02:00:00;13;755;2;Ю;0;-;Облачно, без осадков
;;2022-07-13 14:00:00;32;753;1;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-14 02:00:00;14;749;2;З;0;-;Переменная облачность, без осадков
;;2022-07-14 14:00:00;33;746;2;З;0;-;Переменная облачность, без осадков
;;2022-07-15 02:00:00;16;743;1;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 14:00:00;32;742;1;Ю;2.3;87;Облачно, небольшой дождь
;;2022-07-16 02:00:00;16;737;2;З;3;80;Облачно, дождь
;;2022-07-16 14:00:00;27;738;4;С-З;3;68;Облачно, дождь
;;2022-07-17 02:00:00;16;738;4;С-З;1.2;78;Облачно с прояснениями, небольшой дождь
;;2022-07-17 14:00:00;25;744;3;С;0.8;79;Облачно, временами небольшой дождь
;;2022-07-18 02:00:00;12;745;1;С;0;-;Переменная облачность, без осадков
;;2022-07-18 14:00:00;25;747;1;В;0;-;Облачно с прояснениями, без осадков
2022-07-13 05:25:07;в 18:15 МСК;2022-07-13 14:00:00;32;752;1;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-14 02:00:00;14;748;2;З;0;-;Переменная облачность, без осадков
;;2022-07-14 14:00:00;33;746;2;З;0;-;Переменная облачность, без осадков
;;2022-07-15 02:00:00;16;743;1;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 14:00:00;32;741;1;Ю;2.3;87;Облачно, небольшой дождь
;;2022-07-16 02:00:00;16;737;2;З;3;80;Облачно, дождь
;;2022-07-16 14:00:00;27;737;4;С-З;3;68;Облачно, дождь
;;2022-07-17 02:00:00;16;738;4;С-З;1.2;78;Облачно с прояснениями, небольшой дождь
;;2022-07-17 14:00:00;25;743;3;С;0.8;79;Облачно, временами небольшой дождь
;;2022-07-18 02:00:00;12;745;1;С;0;-;Переменная облачность, без осадков
;;2022-07-18 14:00:00;25;746;1;В;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 02:00:00;11;745;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 14:00:00;25;743;1;В;0;-;Облачно с прояснениями, без осадков
2022-07-13 17:25:07;в 10:28 МСК;2022-07-13 14:00:00;31;752;2;З;0;-;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-14 02:00:00;15;749;2;З;0.4;95;Облачно с прояснениями, временами небольшой дождь
;;2022-07-14 14:00:00;32;746;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-15 02:00:00;16;743;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-15 14:00:00;31;742;2;Ю;3.4;56;Облачно, временами дождь
;;2022-07-16 02:00:00;16;740;2;З;0.6;84;Облачно с прояснениями, временами небольшой дождь
;;2022-07-16 14:00:00;28;741;3;С-З;0;-;Переменная облачность, без осадков
;;2022-07-17 02:00:00;16;742;3;С-З;0.6;83;Переменная облачность, небольшой кратковременный дождь
;;2022-07-17 14:00:00;25;745;2;С;0.8;83;Облачно, небольшой кратковременный дождь
;;2022-07-18 02:00:00;14;747;1;В;0;-;Переменная облачность, без осадков
;;2022-07-18 14:00:00;26;747;0;Ю;0.1;79;Облачно, небольшой кратковременный дождь
;;2022-07-19 02:00:00;12;744;1;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-19 14:00:00;27;737;2;Ю-В;4.8;75;Облачно с прояснениями, дождь
2022-07-14 05:25:07;в 18:16 МСК;2022-07-14 14:00:00;32;746;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-15 02:00:00;17;743;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-15 14:00:00;31;741;2;Ю;3.4;56;Облачно, временами дождь
;;2022-07-16 02:00:00;16;740;2;З;0.6;84;Облачно с прояснениями, временами небольшой дождь
;;2022-07-16 14:00:00;28;740;3;С-З;0;-;Переменная облачность, без осадков
;;2022-07-17 02:00:00;16;741;3;С-З;0.6;83;Переменная облачность, небольшой кратковременный дождь
;;2022-07-17 14:00:00;25;745;2;С;0.8;83;Облачно, небольшой кратковременный дождь
;;2022-07-18 02:00:00;14;747;1;В;0;-;Переменная облачность, без осадков
;;2022-07-18 14:00:00;26;747;0;Ю;0.1;79;Облачно, небольшой кратковременный дождь
;;2022-07-19 02:00:00;12;744;1;Ю-З;0;-;Переменная облачность, без осадков
;;2022-07-19 14:00:00;27;737;2;Ю-В;4.8;75;Облачно с прояснениями, дождь
;;2022-07-20 02:00:00;13;733;3;Ю-З;0;-;Облачно, без осадков
;;2022-07-20 14:00:00;23;733;5;З;0.9;74;Облачно, небольшой дождь
2022-07-14 17:25:07;в 10:29 МСК;2022-07-14 14:00:00;33;747;2;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-07-15 02:00:00;16;744;1;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-15 14:00:00;31;744;2;Ю;1.8;65;Облачно, временами дождь
;;2022-07-16 02:00:00;16;741;1;З;3.7;65;Облачно, временами дождь
;;2022-07-16 14:00:00;27;742;1;С-З;5.8;85;Облачно, дождь
;;2022-07-17 02:00:00;16;744;1;С;0.5;87;Облачно, временами дождь
;;2022-07-17 14:00:00;24;746;2;С;3.2;87;Облачно, дождь
;;2022-07-18 02:00:00;15;746;1;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-18 14:00:00;27;746;1;В;0.1;72;Переменная облачность, небольшой кратковременный дождь
;;2022-07-19 02:00:00;14;742;2;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 14:00:00;26;741;3;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-20 02:00:00;14;739;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-20 14:00:00;23;739;5;З;0.8;75;Облачно с прояснениями, небольшой дождь
2022-07-15 05:25:07;в 18:15 МСК;2022-07-15 14:00:00;31;743;2;Ю;1.8;65;Облачно, временами дождь
;;2022-07-16 02:00:00;16;740;1;З;3.7;65;Облачно, временами дождь
;;2022-07-16 14:00:00;27;742;1;С-З;5.8;85;Облачно, дождь
;;2022-07-17 02:00:00;16;743;1;С;0.5;87;Облачно, временами дождь
;;2022-07-17 14:00:00;24;745;2;С;3.2;87;Облачно, дождь
;;2022-07-18 02:00:00;15;746;1;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-18 14:00:00;27;745;1;В;0.1;72;Переменная облачность, небольшой кратковременный дождь
;;2022-07-19 02:00:00;14;742;2;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 14:00:00;26;740;3;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-20 02:00:00;14;739;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-20 14:00:00;23;739;5;З;0.8;75;Облачно с прояснениями, небольшой дождь
;;2022-07-21 02:00:00;12;740;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-21 14:00:00;24;741;2;С-З;0;-;Облачно с прояснениями, без осадков
2022-07-15 17:25:07;в 10:28 МСК;2022-07-15 14:00:00;31;744;3;Ю;11.1;92;Облачно с прояснениями, дождь
;;2022-07-16 02:00:00;16;742;1;Ю-З;6.7;93;Облачно, дождь
;;2022-07-16 14:00:00;25;743;2;С-З;1.4;88;Облачно, временами дождь
;;2022-07-17 02:00:00;16;744;2;С-З;1.6;91;Облачно, кратковременный дождь
;;2022-07-17 14:00:00;24;747;1;С;8.7;91;Облачно, дождь
;;2022-07-18 02:00:00;15;748;0;В;0;-;Облачно, без осадков
;;2022-07-18 14:00:00;25;749;1;Ю-З;0.2;87;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-19 02:00:00;14;748;1;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 14:00:00;28;746;2;Ю;0.3;83;Облачно с прояснениями, временами дождь
;;2022-07-20 02:00:00;15;742;2;Ю-З;1.1;74;Облачно, небольшой дождь
;;2022-07-20 14:00:00;24;740;4;З;1.8;79;Облачно с прояснениями, временами небольшой дождь
;;2022-07-21 02:00:00;13;739;4;З;0;-;Переменная облачность, без осадков
;;2022-07-21 14:00:00;23;738;4;З;0;-;Облачно с прояснениями, без осадков
2022-07-16 05:25:07;в 18:15 МСК;2022-07-16 14:00:00;25;742;2;С-З;1.4;88;Облачно, временами дождь
;;2022-07-17 02:00:00;16;743;2;С-З;1.6;91;Облачно, кратковременный дождь
;;2022-07-17 14:00:00;24;746;1;С;8.7;91;Облачно, дождь
;;2022-07-18 02:00:00;15;748;0;В;0;-;Облачно, без осадков
;;2022-07-18 14:00:00;25;748;1;Ю-З;0.2;87;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-19 02:00:00;14;748;1;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 14:00:00;28;745;2;Ю;0.3;83;Облачно с прояснениями, временами дождь
;;2022-07-20 02:00:00;15;741;2;Ю-З;1.1;74;Облачно, небольшой дождь
;;2022-07-20 14:00:00;24;739;4;З;1.8;79;Облачно с прояснениями, временами небольшой дождь
;;2022-07-21 02:00:00;13;738;4;З;0;-;Переменная облачность, без осадков
;;2022-07-21 14:00:00;23;738;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-22 02:00:00;12;739;1;З;0;-;Переменная облачность, без осадков
;;2022-07-22 14:00:00;23;739;2;Ю-З;5.2;74;Облачно с прояснениями, без осадков
2022-07-16 17:25:08;в 10:31 МСК;2022-07-16 14:00:00;25;742;3;С-З;9;99;Облачно, дождь
;;2022-07-17 02:00:00;16;744;3;С-З;7.6;89;Облачно, временами дождь
;;2022-07-17 14:00:00;22;747;2;С;4.8;95;Облачно, дождь
;;2022-07-18 02:00:00;14;749;1;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-18 14:00:00;26;750;0;С-В;0;-;Небольшая облачность, без осадков
;;2022-07-19 02:00:00;13;747;0;Ю;0;-;Переменная облачность, без осадков
;;2022-07-19 14:00:00;27;744;2;Ю-В;50.5;84;Облачно, дождь
;;2022-07-20 02:00:00;16;741;2;Ю-В;3.2;83;Облачно, дождь
;;2022-07-20 14:00:00;23;742;1;З;6.6;82;Облачно, дождь
;;2022-07-21 02:00:00;14;741;3;З;1.3;69;Облачно с прояснениями, небольшой дождь
;;2022-07-21 14:00:00;22;741;3;С-З;4.8;71;Облачно, временами дождь
;;2022-07-22 02:00:00;13;740;2;С-З;11.2;75;Облачно, дождь
;;2022-07-22 14:00:00;20;740;2;С;2.7;75;Облачно, дождь
2022-07-17 05:25:08;в 18:15 МСК;2022-07-17 14:00:00;22;747;2;С;4.8;95;Облачно, дождь
;;2022-07-18 02:00:00;14;748;1;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-18 14:00:00;26;749;0;С-В;0;-;Небольшая облачность, без осадков
;;2022-07-19 02:00:00;13;747;0;Ю;0;-;Переменная облачность, без осадков
;;2022-07-19 14:00:00;27;744;2;Ю-В;50.5;84;Облачно, дождь
;;2022-07-20 02:00:00;16;740;2;Ю-В;3.2;83;Облачно, дождь
;;2022-07-20 14:00:00;23;742;1;З;6.6;82;Облачно, дождь
;;2022-07-21 02:00:00;14;740;3;З;1.3;69;Облачно с прояснениями, небольшой дождь
;;2022-07-21 14:00:00;22;741;3;С-З;4.8;71;Облачно, временами дождь
;;2022-07-22 02:00:00;13;740;2;С-З;11.2;75;Облачно, дождь
;;2022-07-22 14:00:00;20;740;2;С;2.7;75;Облачно, дождь
;;2022-07-23 02:00:00;12;740;2;С-В;0;-;Облачно, без осадков
;;2022-07-23 14:00:00;21;742;3;С-В;0;-;Облачно с прояснениями, без осадков
2022-07-17 17:25:10;в 10:28 МСК;2022-07-17 14:00:00;23;746;2;С-З;3.8;75;Облачно, дождь
;;2022-07-18 02:00:00;14;748;2;С;0.7;95;Облачно, временами небольшой дождь
;;2022-07-18 14:00:00;25;749;1;С;0.6;61;Облачно, небольшой дождь
;;2022-07-19 02:00:00;13;747;0;В;0;-;Небольшая облачность, без осадков
;;2022-07-19 14:00:00;28;745;2;Ю-В;4.9;91;Облачно с прояснениями, дождь
;;2022-07-20 02:00:00;15;741;3;Ю-В;7.9;87;Облачно, дождь
;;2022-07-20 14:00:00;22;741;2;Ю-В;1.7;75;Облачно, небольшой дождь
;;2022-07-21 02:00:00;14;739;0;З;7.2;68;Облачно с прояснениями, дождь
;;2022-07-21 14:00:00;22;741;2;С-З;3.6;83;Облачно, дождь
;;2022-07-22 02:00:00;12;742;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-22 14:00:00;23;741;2;С;2.5;73;Облачно с прояснениями, небольшой дождь
;;2022-07-23 02:00:00;10;739;2;В;0.3;70;Облачно, небольшой кратковременный дождь
;;2022-07-23 14:00:00;22;741;2;В;0;-;Переменная облачность, без осадков
2022-07-18 05:25:08;в 18:16 МСК;2022-07-18 14:00:00;25;748;1;С;0.6;61;Облачно, небольшой дождь
;;2022-07-19 02:00:00;13;747;0;В;0;-;Небольшая облачность, без осадков
;;2022-07-19 14:00:00;28;745;2;Ю-В;4.9;91;Облачно с прояснениями, дождь
;;2022-07-20 02:00:00;15;740;3;Ю-В;7.9;87;Облачно, дождь
;;2022-07-20 14:00:00;22;740;2;Ю-В;1.7;75;Облачно, небольшой дождь
;;2022-07-21 02:00:00;14;739;0;З;7.2;68;Облачно с прояснениями, дождь
;;2022-07-21 14:00:00;23;741;2;С-З;3.6;83;Облачно, дождь
;;2022-07-22 02:00:00;12;741;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-22 14:00:00;23;740;2;С;2.5;73;Облачно с прояснениями, небольшой дождь
;;2022-07-23 02:00:00;10;739;2;В;0.3;70;Облачно, небольшой кратковременный дождь
;;2022-07-23 14:00:00;22;740;2;В;0;-;Переменная облачность, без осадков
;;2022-07-24 02:00:00;10;740;1;С-В;0;-;Переменная облачность, без осадков
;;2022-07-24 14:00:00;23;739;1;З;1.4;74;Облачно, без осадков
2022-07-18 17:25:07;в 10:28 МСК;2022-07-18 14:00:00;26;749;1;С-В;0;-;Облачно с прояснениями, без осадков
;;2022-07-19 02:00:00;13;747;1;Ю-В;0;-;Небольшая облачность, без осадков
;;2022-07-19 14:00:00;28;745;4;Ю-В;2.3;95;Облачно с прояснениями, временами небольшой дождь
;;2022-07-20 02:00:00;15;739;2;Ю;1.6;82;Облачно, временами дождь
;;2022-07-20 14:00:00;25;740;3;З;0;-;Облачно, без осадков
;;2022-07-21 02:00:00;12;740;3;З;0;-;Небольшая облачность, без осадков
;;2022-07-21 14:00:00;23;740;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-22 02:00:00;13;741;3;З;0;-;Переменная облачность, без осадков
;;2022-07-22 14:00:00;22;741;3;С;2.6;69;Облачно с прояснениями, дождь
;;2022-07-23 02:00:00;10;741;2;С;0.6;79;Переменная облачность, небольшой кратковременный дождь
;;2022-07-23 14:00:00;22;742;3;С;0.1;60;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-24 02:00:00;10;743;2;С;0;-;Облачно, без осадков
;;2022-07-24 14:00:00;21;741;3;С;0.1;62;Облачно, небольшой кратковременный дождь
2022-07-19 05:25:07;в 18:15 МСК;2022-07-19 14:00:00;28;745;4;Ю-В;2.3;95;Облачно с прояснениями, временами небольшой дождь
;;2022-07-20 02:00:00;15;739;2;Ю;1.6;82;Облачно, временами дождь
;;2022-07-20 14:00:00;25;739;3;З;0;-;Облачно, без осадков
;;2022-07-21 02:00:00;13;740;3;З;0;-;Небольшая облачность, без осадков
;;2022-07-21 14:00:00;23;739;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-22 02:00:00;13;740;3;З;0;-;Переменная облачность, без осадков
;;2022-07-22 14:00:00;22;740;3;С;2.6;69;Облачно с прояснениями, дождь
;;2022-07-23 02:00:00;10;741;2;С;0.6;79;Переменная облачность, небольшой кратковременный дождь
;;2022-07-23 14:00:00;22;742;3;С;0.1;60;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-24 02:00:00;10;742;2;С;0;-;Облачно, без осадков
;;2022-07-24 14:00:00;21;741;3;С;0.1;62;Облачно, небольшой кратковременный дождь
;;2022-07-25 02:00:00;10;739;2;Ю;0.2;72;Облачно, небольшой кратковременный дождь
;;2022-07-25 14:00:00;24;737;3;Ю-З;2.8;55;Облачно, без осадков
2022-07-19 17:25:06;в 10:28 МСК;2022-07-19 14:00:00;28;744;3;Ю-В;0.2;86;Облачно с прояснениями, временами дождь
;;2022-07-20 02:00:00;15;740;2;Ю-З;0.1;66;Облачно, небольшой кратковременный дождь
;;2022-07-20 14:00:00;24;741;4;З;0.2;66;Облачно, временами небольшой дождь
;;2022-07-21 02:00:00;11;739;4;З;0.1;81;Переменная облачность, небольшой кратковременный дождь
;;2022-07-21 14:00:00;22;740;5;З;2.3;74;Облачно с прояснениями, небольшой дождь
;;2022-07-22 02:00:00;11;742;2;С-З;0.1;82;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-22 14:00:00;23;742;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-23 02:00:00;10;741;2;С-З;0;-;Облачно, без осадков
;;2022-07-23 14:00:00;22;743;4;С;0;-;Переменная облачность, без осадков
;;2022-07-24 02:00:00;10;744;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-24 14:00:00;24;742;3;С-З;0;-;Облачно, без осадков
;;2022-07-25 02:00:00;11;741;2;З;0;-;Облачно, без осадков
;;2022-07-25 14:00:00;28;742;2;З;0;-;Облачно, без осадков
2022-07-20 05:25:06;в 18:15 МСК;2022-07-20 14:00:00;24;740;4;З;0.2;66;Облачно, временами небольшой дождь
;;2022-07-21 02:00:00;12;739;4;З;0.1;81;Переменная облачность, небольшой кратковременный дождь
;;2022-07-21 14:00:00;22;739;5;З;2.3;74;Облачно с прояснениями, небольшой дождь
;;2022-07-22 02:00:00;11;742;2;С-З;0.1;82;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-07-22 14:00:00;23;742;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-07-23 02:00:00;10;741;2;С-З;0;-;Облачно, без осадков
;;2022-07-23 14:00:00;23;742;4;С;0;-;Переменная облачность, без осадков
;;2022-07-24 02:00:00;10;743;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-07-24 14:00:00;24;742;3;С-З;0;-;Облачно, без осадков
;;2022-07-25 02:00:00;11;741;2;З;0;-;Облачно, без осадков
;;2022-07-25 14:00:00;28;742;2;З;0;-;Облачно, без осадков
;;2022-07-26 02:00:00;11;741;1;З;0.2;74;Переменная облачность, небольшой кратковременный дождь
